alert_rank,record_id,reporting_date,programme_name,sector,state,lga,community,achievement_rate,predicted_risk,probability_high,forecast_available,predicted_next_achievement_rate,forecast_status,predicted_anomaly,anomaly_score,risk_component_score,forecast_component_score,anomaly_component_score,early_warning_score,early_warning_priority,warning_signal_count,signal_agreement,primary_driver,secondary_driver,tertiary_driver,strongest_protective_signal,priority_message,integrated_investigation_guidance,review_status,forecast_context,decision_use
47,ES-002266,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 5,0.6127,High,0.949586984337636,True,0.6133639982256051,Critical,0,-0.0893567721373944,100.0,100.0,0.0,80.0,High,2,Multiple Signals,Low achievement,Low activity completion,Reporting delay,Limited supply delay,Risk: High | Forecast: Critical | Anomaly: No alert,Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Validate reporting timeliness and follow up on delayed field submissions. | Review the projected next-period underachievement and identify preventive actions.,Priority human review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
48,ES-004154,2026-02-01,Education Access Project,Education,Borno,Ngala,Ngala Site 4,0.5472,High,0.9431218902605468,True,0.6285247445594726,Critical,0,-0.147266348980753,100.0,100.0,0.0,80.0,High,2,Multiple Signals,Low achievement,Access constraints,Supply delay,Timely reporting,Risk: High | Forecast: Critical | Anomaly: No alert,"Review progress against targets and identify implementation bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review procurement, logistics and supply-chain bottlenecks. | Review the projected next-period underachievement and identify preventive actions.",Priority human review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
49,ES-007290,2026-02-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 6,0.5243,High,0.9393504952928304,True,0.600343720217112,Critical,0,-0.1410678454483617,100.0,100.0,0.0,80.0,High,2,Multiple Signals,Low achievement,Access constraints,Low staff availability,Strong activity completion,Risk: High | Forecast: Critical | Anomaly: No alert,"Review progress against targets and identify implementation bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review staffing coverage, absences and field deployment capacity. | Review the projected next-period underachievement and identify preventive actions.",Priority human review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
50,ES-003934,2026-06-01,Education Access Project,Education,Borno,Bama,Bama Site 3,0.6031,High,0.93635019631808,True,0.6305494289975121,Critical,0,-0.1747324979144531,100.0,100.0,0.0,80.0,High,2,Multiple Signals,Low achievement,Low activity completion,Reporting delay,Limited supply delay,Risk: High | Forecast: Critical | Anomaly: No alert,Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Validate reporting timeliness and follow up on delayed field submissions. | Review the projected next-period underachievement and identify preventive actions.,Priority human review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
51,ES-005407,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 1,0.5902,High,0.9322936712843424,True,0.6379908915434115,Critical,0,-0.1552121675256687,100.0,100.0,0.0,80.0,High,2,Multiple Signals,Low achievement,Reporting delay,Low activity completion,Limited supply delay,Risk: High | Forecast: Critical | Anomaly: No alert,Review progress against targets and identify implementation bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints. | Review the projected next-period underachievement and identify preventive actions.,Priority human review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
52,ES-006938,2026-02-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 1,0.5895,High,0.8832479158421565,True,0.6381655529287449,Critical,0,-0.1855480961188829,100.0,100.0,0.0,80.0,High,2,Multiple Signals,Low achievement,Low activity completion,Elevated complaints,Strong staff availability,Risk: High | Forecast: Critical | Anomaly: No alert,Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues. | Review the projected next-period underachievement and identify preventive actions.,Priority human review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
53,ES-006943,2026-07-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 1,0.5738,High,0.859535904427701,True,0.6248162841673908,Critical,0,-0.1448030464463958,100.0,100.0,0.0,80.0,High,2,Multiple Signals,Low achievement,Access constraints,Elevated complaints,Timely reporting,Risk: High | Forecast: Critical | Anomaly: No alert,"Review progress against targets and identify implementation bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review feedback and complaint records for recurring operational issues. | Review the projected next-period underachievement and identify preventive actions.",Priority human review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
54,ES-003935,2026-07-01,Education Access Project,Education,Borno,Bama,Bama Site 3,0.592,High,0.8572305320110107,True,0.6275519536637849,Critical,0,-0.1860556355422546,100.0,100.0,0.0,80.0,High,2,Multiple Signals,Low achievement,Low activity completion,Elevated complaints,Limited supply delay,Risk: High | Forecast: Critical | Anomaly: No alert,Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues. | Review the projected next-period underachievement and identify preventive actions.,Priority human review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
55,ES-003579,2026-03-01,Education Access Project,Education,Borno,Konduga,Konduga Site 4,0.6378,High,0.8451957899384703,True,0.6498683550966888,Critical,0,-0.1304733706399212,100.0,100.0,0.0,80.0,High,2,Multiple Signals,Low achievement,Low activity completion,Elevated complaints,Limited supply delay,Risk: High | Forecast: Critical | Anomaly: No alert,Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues. | Review the projected next-period underachievement and identify preventive actions.,Priority human review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
56,ES-002239,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 4,0.5969,High,0.8159877012652521,True,0.6278698181907472,Critical,0,-0.1442879703342444,100.0,100.0,0.0,80.0,High,2,Multiple Signals,Low achievement,Reporting delay,Access constraints,Lower complaints,Risk: High | Forecast: Critical | Anomaly: No alert,"Review progress against targets and identify implementation bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions. | Review access, movement and operational constraints affecting delivery. | Review the projected next-period underachievement and identify preventive actions.",Priority human review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
57,ES-002879,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Dikwa,Dikwa Site 6,0.546,High,0.8127753463361633,True,0.6413622745380202,Critical,0,-0.1513343258297715,100.0,100.0,0.0,80.0,High,2,Multiple Signals,Low achievement,Low activity completion,Access constraints,Limited supply delay,Risk: High | Forecast: Critical | Anomaly: No alert,"Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review access, movement and operational constraints affecting delivery. | Review the projected next-period underachievement and identify preventive actions.",Priority human review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
58,ES-007516,2026-04-01,WASH Resilience Initiative,WASH,Borno,Gwoza,Gwoza Site 1,0.5653,High,0.8070018087667886,True,0.6260693056614717,Critical,0,-0.1179041913979181,100.0,100.0,0.0,80.0,High,2,Multiple Signals,Low achievement,Elevated complaints,Access constraints,Timely reporting,Risk: High | Forecast: Critical | Anomaly: No alert,"Review progress against targets and identify implementation bottlenecks. | Review feedback and complaint records for recurring operational issues. | Review access, movement and operational constraints affecting delivery. | Review the projected next-period underachievement and identify preventive actions.",Priority human review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
59,ES-005626,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Ngala,Ngala Site 2,0.6261,High,0.7739697494630702,True,0.633052809875263,Critical,0,-0.1679262398316162,100.0,100.0,0.0,80.0,High,2,Multiple Signals,Low achievement,Access constraints,Reporting delay,Limited supply delay,Risk: High | Forecast: Critical | Anomaly: No alert,"Review progress against targets and identify implementation bottlenecks. | Review access, movement and operational constraints affecting delivery. | Validate reporting timeliness and follow up on delayed field submissions. | Review the projected next-period underachievement and identify preventive actions.",Priority human review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
