record_id,reporting_date,programme_name,sector,state,lga,community,monthly_target,monthly_achievement,achievement_rate,activity_completion_rate,budget_utilisation_rate,reporting_delay_days,complaints_count,staff_availability_rate,supply_delay_days,previous_month_achievement_rate,access_constraint_score,data_quality_score,anomaly_flag,risk_label,recommended_action
ES-000883,2025-07-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 4,495,387,0.7818,0.7336,0.7805,3,2,0.8507,9,0.8103,0.4344,0.9278,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000884,2025-08-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 4,560,450,0.8038,0.7806,0.8476,5,4,0.8298,10,0.7818,0.4844,0.9069,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000885,2025-09-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 4,572,435,0.7599,0.7403,0.8093,2,4,0.8202,5,0.8038,0.45,0.9394,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000886,2025-10-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 4,512,378,0.7374,0.7376,0.8565,5,3,0.8072,7,0.7599,0.344,0.9168,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000887,2025-11-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 4,506,345,0.6828,0.7008,0.8478,3,4,0.8478,6,0.7374,0.4143,0.9802,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000888,2025-12-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 4,553,380,0.6875,0.6734,0.711,6,3,0.8448,3,0.6828,0.4575,0.8938,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000889,2026-01-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 4,511,403,0.7877,0.7336,0.935,9,2,0.8218,4,0.6875,0.3522,0.861,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000890,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 4,555,388,0.6999,0.7337,0.7668,4,3,0.8068,6,0.7877,0.3172,0.9264,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000891,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 4,553,425,0.7682,0.7732,0.8008,6,4,0.8067,7,0.6999,0.2637,0.9097,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000892,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 4,464,368,0.7934,0.6474,0.7972,4,2,0.816,5,0.7682,0.3928,0.9241,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000893,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 4,524,419,0.7993,0.6845,0.9505,8,1,0.853,7,0.7934,0.2673,0.8948,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000894,2026-06-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 4,434,372,0.856,0.7749,0.7599,3,1,0.8078,6,0.7993,0.3465,0.9007,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000895,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 4,512,407,0.7941,0.8176,0.7137,4,1,0.8087,3,0.856,0.52,0.9215,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000896,2026-08-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 4,527,448,0.8509,0.8942,0.8696,12,3,0.8425,5,0.7941,0.4587,0.9088,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000897,2024-01-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,484,427,0.8817,0.8785,0.8343,2,0,0.918,3,0.9547,0.3352,0.8828,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000898,2024-02-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,557,439,0.7887,0.8701,0.9746,7,4,0.9272,5,0.8817,0.4009,0.9047,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000899,2024-03-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,434,395,0.9102,0.8364,0.7518,4,1,0.9752,4,0.7887,0.2868,0.9117,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000900,2024-04-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,543,417,0.7686,0.7491,0.8144,6,4,0.931,6,0.9102,0.2947,0.9089,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000901,2024-05-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,454,391,0.8614,0.7069,0.9158,2,2,0.8473,1,0.7686,0.2819,0.9197,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000902,2024-06-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,493,439,0.8902,0.73,0.8692,8,4,0.8518,9,0.8614,0.2961,0.8992,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000903,2024-07-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,491,461,0.9397,0.7142,0.6706,4,0,0.8526,2,0.8902,0.2448,0.8584,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000904,2024-08-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,574,514,0.896,0.7149,0.8264,3,4,0.9447,4,0.9397,0.2352,1.0,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000905,2024-09-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,511,436,0.8539,0.6919,0.975,3,4,0.8967,6,0.896,0.2752,0.9961,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000906,2024-10-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,498,390,0.7833,0.7832,0.8299,6,2,0.9123,8,0.8539,0.2492,0.9099,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000907,2024-11-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,418,340,0.8138,0.7786,0.8094,3,2,0.9215,6,0.7833,0.3818,0.9863,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000908,2024-12-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,461,375,0.8141,0.7317,0.904,4,3,0.972,4,0.8138,0.2938,0.9208,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000909,2025-01-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,503,376,0.7466,0.7838,0.7823,6,1,0.9577,5,0.8141,0.2792,0.8703,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000910,2025-02-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,517,419,0.8098,0.8567,0.7767,9,1,0.9167,3,0.7466,0.3361,0.9326,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000911,2025-03-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,472,437,0.9255,0.8479,0.6754,8,3,0.8736,4,0.8098,0.3356,0.8687,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000912,2025-04-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,446,410,0.92,0.7452,0.9378,3,2,0.8678,6,0.9255,0.2584,0.9289,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000913,2025-05-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,513,460,0.8966,0.747,0.8081,5,7,0.9268,5,0.92,0.4395,0.8765,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000914,2025-06-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,473,368,0.7788,0.7006,0.8157,6,2,0.9719,5,0.8966,0.4353,0.8347,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000915,2025-07-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,487,420,0.8616,0.7468,0.7993,5,2,1.0,5,0.7788,0.3902,0.8198,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000916,2025-08-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,463,388,0.8381,0.6338,0.7953,4,4,0.977,3,0.8616,0.3143,0.9405,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000917,2025-09-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,465,372,0.7994,0.709,0.7548,3,4,0.9713,3,0.8381,0.2987,0.8137,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000918,2025-10-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,492,401,0.8146,0.8029,0.8402,5,7,0.9557,3,0.7994,0.2942,0.9664,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000919,2025-11-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,468,407,0.8701,0.7988,0.8719,4,3,0.9167,3,0.8146,0.3114,0.9505,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000920,2025-12-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,530,414,0.7802,0.7474,0.6703,5,1,0.8915,6,0.8701,0.3494,0.8936,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000921,2026-01-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,553,432,0.7808,0.6639,0.7609,4,5,0.896,5,0.7802,0.3354,0.8803,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000922,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,452,346,0.7663,0.6644,0.9188,9,2,0.9272,5,0.7808,0.2879,0.8386,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000923,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,519,421,0.8105,0.7053,0.8178,4,1,0.8931,6,0.7663,0.2491,0.9399,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000924,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,516,485,0.94,0.7451,0.7283,4,1,0.8786,4,0.8105,0.2316,0.8418,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000925,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,470,456,0.97,0.784,0.838,2,2,0.8962,5,0.94,0.2356,0.8668,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000926,2026-06-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,490,410,0.8366,0.6703,0.9723,7,1,0.8731,3,0.97,0.2449,0.8426,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000927,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,494,417,0.8445,0.7359,0.7672,4,3,0.8802,3,0.8366,0.2176,0.897,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000928,2026-08-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,532,447,0.8402,0.702,0.7001,5,1,0.9011,2,0.8445,0.3576,0.8947,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000929,2024-01-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,498,371,0.7457,0.6785,0.774,7,0,0.9201,7,0.7596,0.2928,0.892,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000930,2024-02-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,491,343,0.6982,0.769,0.802,5,2,0.9251,5,0.7457,0.2507,0.8873,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000931,2024-03-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,454,340,0.7488,0.8457,0.6983,4,1,0.9248,3,0.6982,0.2918,0.8896,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000932,2024-04-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,628,431,0.687,0.8606,0.8755,5,3,0.9252,6,0.7488,0.3268,0.9567,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000933,2024-05-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,556,447,0.8042,0.8448,0.7902,5,1,0.9334,4,0.687,0.2261,0.9045,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000934,2024-06-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,476,388,0.816,0.809,0.9122,3,3,0.9377,5,0.8042,0.2728,0.9803,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000935,2024-07-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,508,425,0.8362,0.7409,0.7852,2,5,0.9459,7,0.816,0.2775,0.896,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000936,2024-08-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,513,387,0.7553,0.6653,0.7977,5,6,0.9268,1,0.8362,0.2141,0.8859,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000937,2024-09-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,466,344,0.7373,0.7189,0.8089,11,2,0.9226,9,0.7553,0.2623,0.9028,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000938,2024-10-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,444,319,0.719,0.7634,0.8592,7,4,0.9405,4,0.7373,0.2663,0.8467,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000939,2024-11-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,483,359,0.7426,0.7195,0.7223,2,7,0.9309,6,0.719,0.2743,0.8959,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000940,2024-12-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,489,354,0.724,0.6735,0.8128,5,6,0.9507,2,0.7426,0.2973,0.9385,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000941,2025-01-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,422,309,0.7313,0.5645,0.8634,8,2,0.9607,5,0.724,0.3158,0.8618,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000942,2025-02-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,486,321,0.6614,0.6329,0.6084,5,2,0.9759,10,0.7313,0.36,0.9727,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000943,2025-03-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,505,354,0.7015,0.6018,0.847,9,3,0.9673,12,0.6614,0.2401,0.8959,0,High,Recommended for human review: review the combined risk indicators before deciding on corrective action.
ES-000944,2025-04-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,503,390,0.7763,0.6987,0.761,8,5,0.9448,6,0.7015,0.1882,0.8381,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000945,2025-05-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,519,410,0.7892,0.7574,0.8485,6,3,0.886,4,0.7763,0.2368,0.8385,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000946,2025-06-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,494,413,0.8365,0.8036,0.9083,5,3,0.9071,6,0.7892,0.3389,0.8866,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000947,2025-07-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,455,359,0.7886,0.7756,0.7195,6,2,0.8675,7,0.8365,0.326,0.8611,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000948,2025-08-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,467,329,0.7039,0.7976,0.8661,8,1,0.8481,7,0.7886,0.268,0.8473,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000949,2025-09-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,502,365,0.727,0.8374,0.856,4,3,0.8348,2,0.7039,0.3021,0.9897,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000950,2025-10-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,503,395,0.786,0.8703,0.6838,3,2,0.8542,5,0.727,0.4253,0.9032,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000951,2025-11-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,520,352,0.6766,0.8369,0.6776,3,5,0.8687,9,0.786,0.4195,0.873,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000952,2025-12-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,455,345,0.7577,0.8308,0.7481,6,5,0.8846,5,0.6766,0.3621,0.9518,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000953,2026-01-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,467,338,0.7238,0.8605,0.9628,5,3,0.8438,5,0.7577,0.3418,0.9082,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000954,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,523,394,0.7536,0.8329,0.9251,2,9,0.8432,8,0.7238,0.297,0.8764,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000955,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,533,370,0.6942,0.8412,0.6418,6,3,0.8368,6,0.7536,0.3345,0.8881,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000956,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,519,339,0.6541,0.7241,0.6884,6,3,0.8638,5,0.6942,0.2552,0.8972,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000957,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,563,380,0.6753,0.6839,0.7761,4,3,0.914,7,0.6541,0.3662,0.8842,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000958,2026-06-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,507,321,0.6332,0.5626,0.8167,5,5,0.8927,1,0.6753,0.2763,0.878,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
